loan_id,customer_id,account_id,loan_type,principal_amount,outstanding_balance,interest_rate_pct,tenure_months,emi_amount,disbursement_date,maturity_date,loan_status,installments_paid,installments_remaining,days_past_due,collateral_type,collateral_value,loan_purpose,credit_score_at_origination,annual_income_at_origination,debt_to_income_ratio,is_npa,bank_name,loan_officer_id
LOAN0004252,CUST005841,ACC0009629,HOME,550469.04,294709.03,12.72,24,26097.96,2022-05-01,2024-04-20,APPROVED,14,10,0,VEHICLE,,Home financing,531,66770.75,0.231,False,Wells Fargo,LO126
LOAN0004253,CUST003381,ACC0006702,BUSINESS,132902.91,6066.17,6.7,120,1522.65,2019-08-03,2029-06-11,ACTIVE,119,1,0,PROPERTY,281522.89,Business financing,684,97221.98,0.335,False,Chase,LO580
LOAN0004254,CUST007890,ACC0002594,PERSONAL,5092.88,115.75,13.74,240,62.37,2017-01-29,2036-10-16,APPROVED,114,126,0,GUARANTOR,10357.26,Personal financing,680,62778.02,0.568,False,Axis Bank,LO448
LOAN0004255,CUST008732,ACC0000885,HOME,237969.12,193372.36,4.5,36,7078.85,2022-05-26,2025-05-10,REJECTED,9,27,0,VEHICLE,276883.59,Home financing,685,82363.8,0.247,False,Bank of America,LO269
LOAN0004256,CUST008022,ACC0000609,HOME,745720.7,585152.79,14.0,36,25486.97,2025-11-11,2028-10-26,REJECTED,9,27,17,FD,,Home financing,669,81097.2,0.139,False,ICICI Bank,LO491
LOAN0004257,CUST002612,ACC0005924,BUSINESS,161773.32,114813.25,5.02,48,3726.99,2021-12-13,2025-11-22,APPROVED,18,30,0,GUARANTOR,,Business financing,672,100263.99,0.379,False,HDFC Bank,LO862
LOAN0004258,CUST003065,ACC0005046,MORTGAGE,332663.74,0.0,17.82,360,4964.67,2023-01-08,2052-08-03,ACTIVE,316,44,0,PROPERTY,,Mortgage financing,583,92921.1,0.236,False,Wells Fargo,LO150
LOAN0004259,CUST000012,ACC0008962,AUTO,48258.04,13323.62,7.42,24,2169.84,2019-10-12,2021-10-01,ACTIVE,23,1,0,FD,,Auto financing,653,23494.86,0.58,False,Citibank,LO886
LOAN0004260,CUST005174,ACC0006688,HOME,522567.53,259966.31,7.37,84,7981.8,2022-12-18,2029-11-11,APPROVED,47,37,0,PROPERTY,536095.79,Home financing,726,62180.42,0.453,False,Axis Bank,LO230
LOAN0004261,CUST002843,ACC0001523,EDUCATION,60813.64,53830.4,5.89,48,1425.15,2021-06-11,2025-05-21,CLOSED,7,41,0,FD,,Education financing,608,16133.84,0.331,False,Axis Bank,LO402
LOAN0004262,CUST000332,ACC0002931,MORTGAGE,958583.53,0.0,9.2,240,8748.31,2024-07-15,2044-04-01,APPROVED,223,17,0,VEHICLE,,Mortgage financing,566,61035.21,0.431,False,HDFC Bank,LO613
LOAN0004263,CUST009798,ACC0007335,AUTO,23903.82,18104.8,7.25,12,2071.08,2019-02-19,2020-02-14,UNDER_REVIEW,4,8,0,GUARANTOR,38677.97,Auto financing,658,87873.35,0.107,False,Citibank,LO995
LOAN0004264,CUST000067,ACC0002286,PERSONAL,37385.22,6760.46,6.54,180,326.49,2017-12-01,2032-09-13,REJECTED,134,46,0,GUARANTOR,,Personal financing,582,16295.71,0.13,False,Chase,LO157
LOAN0004265,CUST004748,ACC0000246,PERSONAL,15220.73,12025.15,13.88,48,415.01,2018-12-15,2022-11-24,REJECTED,11,37,0,GUARANTOR,,Personal financing,676,14167.61,0.152,False,Bank of America,LO196
LOAN0004266,CUST009763,ACC0009360,PERSONAL,49939.25,11323.49,13.34,120,755.69,2019-01-24,2028-12-02,APPROVED,73,47,0,PROPERTY,,Personal financing,826,103906.23,0.253,False,Bank of America,LO728
LOAN0004267,CUST004665,ACC0008518,EDUCATION,9110.04,5472.41,11.17,48,236.21,2024-02-23,2028-02-02,APPROVED,22,26,0,PROPERTY,18888.15,Education financing,700,49567.85,0.555,False,Citibank,LO493
LOAN0004268,CUST008956,ACC0006835,EDUCATION,18170.56,17066.52,11.45,84,315.44,2020-07-21,2027-06-15,APPROVED,5,79,0,NONE,43259.39,Education financing,607,104697.33,0.312,False,Axis Bank,LO827
LOAN0004269,CUST005769,ACC0007929,MORTGAGE,271288.11,0.0,9.13,180,2772.6,2025-02-12,2039-11-26,REJECTED,148,32,0,FD,446039.21,Mortgage financing,661,101898.19,0.572,False,Bank of America,LO893
LOAN0004270,CUST008287,ACC0001490,MORTGAGE,593639.99,170744.82,13.57,84,10984.29,2021-05-26,2028-04-19,APPROVED,55,29,0,FD,818815.25,Mortgage financing,707,53108.65,0.476,False,Citibank,LO121
LOAN0004271,CUST004528,ACC0000281,AUTO,14102.31,10753.11,14.96,24,683.51,2017-04-11,2019-04-01,DEFAULTED,7,17,4,GUARANTOR,,Auto financing,624,90413.49,0.418,False,Axis Bank,LO129
LOAN0004272,CUST002256,ACC0006555,MORTGAGE,472035.29,355417.08,10.46,180,5206.17,2025-06-25,2040-04-07,ACTIVE,32,148,0,NONE,618061.23,Mortgage financing,465,113788.25,0.167,False,Bank of America,LO695
LOAN0004273,CUST006281,ACC0003008,MORTGAGE,977366.84,208595.48,9.18,48,24405.44,2025-02-26,2029-02-05,ACTIVE,45,3,0,FD,1935156.76,Mortgage financing,578,97694.22,0.266,False,Chase,LO983
LOAN0004274,CUST002378,ACC0002661,BUSINESS,20942.55,17659.65,8.17,60,426.35,2021-10-03,2026-09-07,ACTIVE,11,49,0,GUARANTOR,29930.82,Business financing,719,130417.86,0.483,False,Bank of America,LO450
LOAN0004275,CUST003307,ACC0007047,HOME,537218.35,124526.07,16.16,84,10719.28,2018-07-17,2025-06-10,APPROVED,55,29,16,NONE,855018.06,Home financing,716,120151.76,0.363,False,HDFC Bank,LO344
LOAN0004276,CUST009725,ACC0004192,EDUCATION,10000.89,6400.68,11.31,24,467.56,2023-06-16,2025-06-05,REJECTED,11,13,0,NONE,16203.7,Education financing,740,88115.89,0.129,False,ICICI Bank,LO290
LOAN0004277,CUST001018,ACC0008164,AUTO,14489.89,12708.04,11.84,84,254.55,2017-01-06,2023-12-01,UNDER_REVIEW,10,74,0,NONE,,Auto financing,669,76982.63,0.288,False,Citibank,LO582
LOAN0004278,CUST005165,ACC0008631,AUTO,48862.44,19743.38,18.32,24,2446.98,2022-11-18,2024-11-07,ACTIVE,17,7,0,NONE,105813.49,Auto financing,688,105379.46,0.565,False,Axis Bank,LO950
LOAN0004279,CUST008943,ACC0001988,BUSINESS,113657.61,65923.92,13.89,48,3099.59,2023-06-23,2027-06-02,REJECTED,22,26,0,GUARANTOR,,Business financing,688,129768.35,0.48,False,Bank of America,LO494
LOAN0004280,CUST008714,ACC0003907,AUTO,10346.34,7134.85,11.65,12,917.57,2021-03-18,2022-03-13,ACTIVE,5,7,21,PROPERTY,18960.5,Auto financing,768,44223.27,0.533,False,Chase,LO593
LOAN0004281,CUST007101,ACC0006268,AUTO,29404.29,18026.49,8.41,60,602.0,2020-04-07,2025-03-12,UNDER_REVIEW,27,33,0,VEHICLE,,Auto financing,593,81800.09,0.234,False,HDFC Bank,LO612
LOAN0004282,CUST009564,ACC0007696,BUSINESS,473916.96,462322.57,15.58,36,16563.41,2018-05-13,2021-04-27,UNDER_REVIEW,1,35,0,GUARANTOR,,Business financing,811,128549.63,0.265,False,HDFC Bank,LO173
LOAN0004283,CUST009055,ACC0004568,PERSONAL,28878.88,28878.88,8.02,24,1306.38,2019-04-26,2021-04-15,DEFAULTED,0,24,82,NONE,34172.52,Personal financing,594,131792.87,0.524,False,Wells Fargo,LO796
LOAN0004284,CUST000299,ACC0006500,BUSINESS,65959.93,0.0,6.37,240,486.74,2022-11-14,2042-08-01,ACTIVE,230,10,0,GUARANTOR,151652.53,Business financing,595,60014.6,0.234,False,HDFC Bank,LO501
LOAN0004285,CUST009081,ACC0001124,EDUCATION,34693.35,29968.04,15.33,24,1687.61,2020-06-28,2022-06-18,DEFAULTED,4,20,21,GUARANTOR,59830.99,Education financing,552,83140.13,0.355,False,Bank of America,LO747
LOAN0004286,CUST009285,ACC0007225,BUSINESS,285255.75,73390.78,11.08,12,25222.02,2019-01-10,2020-01-05,DEFAULTED,12,0,98,PROPERTY,,Business financing,767,36297.98,0.541,True,Citibank,LO326
LOAN0004287,CUST001378,ACC0007313,PERSONAL,17828.56,3755.68,9.15,240,162.13,2023-03-07,2042-11-22,APPROVED,124,116,0,GUARANTOR,,Personal financing,601,16112.78,0.176,False,HDFC Bank,LO860
LOAN0004288,CUST006966,ACC0000028,HOME,358661.22,290662.34,7.81,24,16190.21,2019-07-29,2021-07-18,UNDER_REVIEW,6,18,0,GUARANTOR,,Home financing,733,79950.62,0.35,False,Citibank,LO137
LOAN0004289,CUST000851,ACC0009439,MORTGAGE,585582.17,0.0,16.37,360,8049.6,2019-05-23,2048-12-16,APPROVED,327,33,0,PROPERTY,,Mortgage financing,602,67433.87,0.307,False,Citibank,LO547
LOAN0004290,CUST007609,ACC0008585,BUSINESS,189717.08,161225.34,6.5,36,5814.64,2023-12-20,2026-12-04,REJECTED,7,29,0,GUARANTOR,231834.16,Business financing,666,94107.22,0.496,False,Chase,LO387
LOAN0004291,CUST002510,ACC0004205,AUTO,38195.56,8502.01,15.67,60,922.16,2024-08-18,2029-07-23,ACTIVE,46,14,0,FD,,Auto financing,701,76974.11,0.35,False,Citibank,LO867
LOAN0004292,CUST006858,ACC0008453,EDUCATION,61590.0,30288.28,17.36,48,1788.67,2018-09-10,2022-08-20,REJECTED,25,23,0,GUARANTOR,123512.0,Education financing,754,109174.93,0.227,False,Chase,LO178
LOAN0004293,CUST002220,ACC0009930,HOME,765103.71,421088.09,14.92,240,10029.61,2025-09-27,2045-06-14,CLOSED,49,191,0,GUARANTOR,1309450.32,Home financing,848,75868.0,0.348,False,Wells Fargo,LO784
LOAN0004294,CUST006396,ACC0002251,PERSONAL,13997.09,0.0,6.73,180,123.71,2017-05-05,2032-02-16,APPROVED,175,5,0,NONE,33182.87,Personal financing,770,15153.28,0.182,False,Chase,LO759
LOAN0004295,CUST005656,ACC0001032,PERSONAL,38025.75,0.0,13.56,120,580.39,2022-09-29,2032-08-07,REJECTED,118,2,0,GUARANTOR,,Personal financing,639,42778.24,0.178,False,Axis Bank,LO578
LOAN0004296,CUST001619,ACC0000834,EDUCATION,17433.58,15530.06,11.71,120,247.21,2021-07-15,2031-05-24,CLOSED,11,109,0,GUARANTOR,24285.27,Education financing,686,113492.48,0.499,False,Bank of America,LO762
LOAN0004297,CUST009704,ACC0004324,BUSINESS,116988.73,52248.05,14.4,36,4021.16,2023-12-25,2026-12-09,CLOSED,23,13,0,PROPERTY,212959.76,Business financing,583,30310.14,0.189,False,Citibank,LO122
LOAN0004298,CUST002516,ACC0002175,HOME,779610.08,391179.63,10.12,48,19817.88,2025-01-04,2028-12-14,REJECTED,28,20,0,GUARANTOR,956361.78,Home financing,756,86534.44,0.495,False,HDFC Bank,LO668
LOAN0004299,CUST008683,ACC0000898,AUTO,41480.35,29083.21,7.48,120,491.95,2019-09-15,2029-07-24,CLOSED,36,84,0,VEHICLE,,Auto financing,456,51001.17,0.39,False,Citibank,LO912
LOAN0004300,CUST007952,ACC0004978,HOME,182223.36,158858.42,13.28,60,4172.31,2019-05-11,2024-04-14,REJECTED,8,52,0,FD,336490.01,Home financing,706,109493.19,0.369,False,Wells Fargo,LO986
LOAN0004301,CUST001952,ACC0007829,BUSINESS,183208.78,28941.77,14.1,84,3443.46,2025-04-19,2032-03-13,CLOSED,64,20,0,NONE,,Business financing,681,92932.04,0.297,False,Wells Fargo,LO575
LOAN0004302,CUST008747,ACC0009350,BUSINESS,120086.09,73931.76,11.44,60,2637.39,2018-10-18,2023-09-22,UNDER_REVIEW,25,35,0,NONE,,Business financing,800,39060.93,0.432,False,ICICI Bank,LO201
LOAN0004303,CUST002194,ACC0004776,EDUCATION,40305.17,11030.41,8.62,48,995.74,2016-11-28,2020-11-07,DEFAULTED,42,6,95,VEHICLE,,Education financing,738,34244.19,0.355,True,HDFC Bank,LO357
LOAN0004304,CUST003260,ACC0000777,EDUCATION,32246.42,13767.57,9.98,120,425.78,2017-10-23,2027-09-01,UNDER_REVIEW,62,58,0,VEHICLE,,Education financing,747,77315.25,0.221,False,Bank of America,LO302
LOAN0004305,CUST005977,ACC0008974,HOME,174642.97,0.0,4.99,360,936.45,2019-12-11,2049-07-06,DEFAULTED,297,63,69,VEHICLE,,Home financing,813,56847.94,0.349,False,Bank of America,LO435
LOAN0004306,CUST002691,ACC0002348,EDUCATION,33166.93,6013.09,17.74,48,969.78,2020-03-08,2024-02-16,CLOSED,40,8,0,VEHICLE,,Education financing,662,68351.6,0.196,False,ICICI Bank,LO946
LOAN0004307,CUST002538,ACC0002683,PERSONAL,14073.68,4561.48,4.7,84,196.94,2023-11-08,2030-10-02,REJECTED,69,15,0,VEHICLE,25230.5,Personal financing,725,45016.79,0.393,False,Wells Fargo,LO780
LOAN0004308,CUST004850,ACC0006442,MORTGAGE,405888.93,81602.5,4.52,180,3109.17,2020-05-10,2035-02-21,DEFAULTED,149,31,22,FD,699485.8,Mortgage financing,677,77739.03,0.119,False,ICICI Bank,LO440
LOAN0004309,CUST002882,ACC0008238,PERSONAL,28990.36,27492.68,16.53,60,713.18,2022-07-04,2027-06-08,APPROVED,3,57,0,NONE,,Personal financing,709,94504.62,0.168,False,Citibank,LO342
LOAN0004310,CUST002317,ACC0002486,BUSINESS,357600.93,0.0,16.82,180,5457.94,2023-10-01,2038-07-14,REJECTED,179,1,0,PROPERTY,534976.83,Business financing,654,148827.19,0.571,False,Chase,LO747
LOAN0004311,CUST007259,ACC0005850,HOME,714141.6,396580.15,5.62,36,21602.82,2023-06-18,2026-06-02,REJECTED,21,15,0,NONE,812253.95,Home financing,746,39902.68,0.281,False,HDFC Bank,LO813
LOAN0004312,CUST004605,ACC0006831,HOME,612903.61,548726.67,4.88,36,18336.27,2022-04-16,2025-03-31,ACTIVE,5,31,0,NONE,,Home financing,688,43554.88,0.412,False,Citibank,LO178
LOAN0004313,CUST001089,ACC0000425,AUTO,51419.24,34306.34,5.55,180,421.5,2017-06-22,2032-04-04,CLOSED,58,122,0,VEHICLE,,Auto financing,535,104570.47,0.166,False,HDFC Bank,LO269
LOAN0004314,CUST001917,ACC0002044,BUSINESS,451081.94,437480.62,8.4,240,3886.09,2025-09-12,2045-05-30,CLOSED,5,235,0,FD,,Business financing,612,63427.78,0.398,False,Bank of America,LO792
LOAN0004315,CUST003866,ACC0005728,PERSONAL,48178.38,0.0,8.9,360,384.19,2022-06-19,2052-01-13,ACTIVE,302,58,0,VEHICLE,58794.99,Personal financing,641,71142.84,0.275,False,Chase,LO154
LOAN0004316,CUST006475,ACC0000227,HOME,278235.67,144835.23,10.74,36,9074.86,2019-03-01,2022-02-13,DEFAULTED,21,15,103,NONE,,Home financing,722,67611.78,0.579,True,ICICI Bank,LO826
LOAN0004317,CUST008094,ACC0007632,AUTO,50098.37,0.0,17.39,360,730.12,2018-09-27,2048-04-22,UNDER_REVIEW,284,76,0,GUARANTOR,90281.76,Auto financing,698,102153.29,0.571,False,Citibank,LO449
LOAN0004318,CUST008945,ACC0002244,MORTGAGE,671280.18,378770.61,12.17,12,59695.83,2024-08-12,2025-08-07,DEFAULTED,7,5,61,NONE,,Mortgage financing,704,22350.97,0.147,False,HDFC Bank,LO185
LOAN0004319,CUST006963,ACC0007674,HOME,697766.19,200528.25,14.98,24,33825.71,2019-01-18,2021-01-07,REJECTED,21,3,0,NONE,1421094.85,Home financing,635,104982.11,0.161,False,HDFC Bank,LO823
LOAN0004320,CUST004384,ACC0006185,MORTGAGE,831912.07,831912.07,10.92,12,73494.73,2023-01-22,2024-01-17,ACTIVE,0,12,29,PROPERTY,,Mortgage financing,721,128742.79,0.545,False,Chase,LO326
LOAN0004321,CUST008007,ACC0000652,HOME,313131.99,0.0,15.46,240,4230.11,2025-06-23,2045-03-10,ACTIVE,143,97,0,VEHICLE,,Home financing,524,40372.08,0.124,False,Bank of America,LO123
LOAN0004322,CUST007016,ACC0000026,PERSONAL,11107.07,9240.2,13.51,84,205.15,2022-11-02,2029-09-26,ACTIVE,13,71,0,PROPERTY,19679.68,Personal financing,558,15365.64,0.108,False,Citibank,LO394
LOAN0004323,CUST002933,ACC0002106,BUSINESS,339968.81,196305.51,9.12,60,7077.01,2020-12-28,2025-12-02,APPROVED,29,31,0,VEHICLE,718029.06,Business financing,770,98769.29,0.361,False,Citibank,LO694
LOAN0004324,CUST005906,ACC0009393,AUTO,38458.97,31814.71,16.83,24,1898.36,2021-08-03,2023-07-24,ACTIVE,5,19,0,FD,48467.87,Auto financing,619,65028.01,0.372,False,Wells Fargo,LO338
LOAN0004325,CUST008557,ACC0003214,HOME,621645.66,245460.4,12.27,180,7569.12,2020-09-10,2035-06-24,REJECTED,71,109,0,GUARANTOR,1135024.41,Home financing,667,85247.97,0.192,False,Wells Fargo,LO213
LOAN0004326,CUST003764,ACC0001261,PERSONAL,6318.02,2710.4,5.61,48,147.25,2020-07-08,2024-06-17,UNDER_REVIEW,35,13,0,VEHICLE,,Personal financing,702,60492.42,0.282,False,Chase,LO534
LOAN0004327,CUST006918,ACC0006235,MORTGAGE,898119.25,733991.4,4.51,60,16747.74,2025-11-12,2030-10-17,APPROVED,14,46,0,VEHICLE,2221429.14,Mortgage financing,665,68214.66,0.161,False,Chase,LO129
LOAN0004328,CUST000399,ACC0008728,EDUCATION,21119.28,8791.38,5.04,24,926.91,2022-05-12,2024-05-01,CLOSED,19,5,0,FD,,Education financing,679,49283.14,0.481,False,Bank of America,LO131
LOAN0004329,CUST000739,ACC0003523,MORTGAGE,956836.8,463112.35,9.84,24,44082.54,2017-07-06,2019-06-26,REJECTED,16,8,17,PROPERTY,1822950.65,Mortgage financing,614,127205.98,0.212,False,Chase,LO477
LOAN0004330,CUST008516,ACC0006543,BUSINESS,355209.55,137876.52,7.74,36,11088.42,2025-08-06,2028-07-21,UNDER_REVIEW,28,8,0,NONE,,Business financing,676,160460.99,0.216,False,HDFC Bank,LO707
LOAN0004331,CUST000309,ACC0004649,EDUCATION,26486.85,0.0,16.98,240,388.11,2016-12-23,2036-09-09,UNDER_REVIEW,162,78,0,FD,,Education financing,605,76781.65,0.321,False,ICICI Bank,LO126
LOAN0004332,CUST004166,ACC0008808,PERSONAL,24703.05,7487.64,10.8,60,534.64,2020-10-07,2025-09-11,CLOSED,46,14,0,NONE,,Personal financing,580,155302.63,0.241,False,Citibank,LO357
LOAN0004333,CUST001556,ACC0001003,HOME,513993.97,269476.24,15.53,360,6717.52,2020-11-01,2050-05-28,REJECTED,52,308,0,GUARANTOR,1014794.81,Home financing,822,107612.81,0.186,False,Citibank,LO158
LOAN0004334,CUST004216,ACC0007424,BUSINESS,283720.13,137171.84,8.39,48,6978.49,2019-10-08,2023-09-17,UNDER_REVIEW,30,18,0,NONE,,Business financing,790,59151.32,0.548,False,Axis Bank,LO488
LOAN0004335,CUST004433,ACC0009094,EDUCATION,54542.71,0.0,13.03,240,640.18,2019-04-06,2038-12-22,UNDER_REVIEW,155,85,0,PROPERTY,,Education financing,653,82814.37,0.42,False,Bank of America,LO748
LOAN0004336,CUST007951,ACC0005156,EDUCATION,25423.93,19252.87,7.35,12,2203.95,2021-12-29,2022-12-24,UNDER_REVIEW,4,8,0,PROPERTY,,Education financing,739,131539.8,0.116,False,Citibank,LO552
LOAN0004337,CUST008519,ACC0008450,AUTO,30791.1,0.0,6.8,180,273.33,2022-04-11,2037-01-22,APPROVED,172,8,0,FD,50747.5,Auto financing,716,84278.06,0.377,False,Bank of America,LO704
LOAN0004338,CUST000879,ACC0007259,HOME,384234.99,126117.21,8.55,12,33521.79,2024-02-16,2025-02-10,CLOSED,11,1,0,PROPERTY,,Home financing,695,13763.17,0.438,False,ICICI Bank,LO418
LOAN0004339,CUST005853,ACC0000002,BUSINESS,438374.55,0.0,9.08,180,4467.17,2024-12-31,2039-10-14,REJECTED,151,29,0,GUARANTOR,976021.87,Business financing,695,15484.28,0.549,False,Wells Fargo,LO607
LOAN0004340,CUST006394,ACC0004713,HOME,279542.66,33306.0,17.54,120,4954.46,2024-08-18,2034-06-27,ACTIVE,71,49,0,FD,,Home financing,648,58602.68,0.263,False,Citibank,LO407
LOAN0004341,CUST006313,ACC0002078,EDUCATION,34005.16,32918.35,8.94,24,1552.58,2017-01-22,2019-01-12,DEFAULTED,1,23,144,GUARANTOR,50292.49,Education financing,690,54910.23,0.564,True,HDFC Bank,LO182
LOAN0004342,CUST000136,ACC0004147,HOME,170913.27,74109.15,6.68,48,4067.4,2022-01-26,2026-01-05,UNDER_REVIEW,34,14,0,VEHICLE,,Home financing,770,94515.2,0.392,False,Citibank,LO417
LOAN0004343,CUST008569,ACC0009039,BUSINESS,167342.01,156504.18,10.25,24,7741.31,2025-05-07,2027-04-27,CLOSED,2,22,0,PROPERTY,246061.39,Business financing,615,76993.38,0.586,False,ICICI Bank,LO149
LOAN0004344,CUST009086,ACC0003030,PERSONAL,27331.01,18681.74,7.96,24,1235.61,2018-08-06,2020-07-26,REJECTED,10,14,0,VEHICLE,32804.99,Personal financing,667,18990.88,0.433,False,Bank of America,LO647
LOAN0004345,CUST008447,ACC0008835,EDUCATION,52789.18,28952.05,5.02,48,1216.18,2023-06-24,2027-06-03,DEFAULTED,28,20,87,FD,79665.41,Education financing,637,97696.63,0.162,False,Bank of America,LO901
LOAN0004346,CUST004139,ACC0004780,BUSINESS,340821.57,274766.24,15.85,84,6740.34,2021-12-03,2028-10-27,CLOSED,14,70,0,PROPERTY,652924.01,Business financing,668,15886.13,0.415,False,Bank of America,LO387
LOAN0004347,CUST005323,ACC0007822,MORTGAGE,723500.58,51101.16,6.88,360,4755.3,2023-05-09,2052-12-02,UNDER_REVIEW,202,158,0,GUARANTOR,,Mortgage financing,656,85288.48,0.443,False,Chase,LO215
LOAN0004348,CUST004306,ACC0009510,BUSINESS,251286.76,128740.21,7.22,60,5001.9,2018-04-25,2023-03-30,APPROVED,35,25,10,PROPERTY,,Business financing,613,71325.1,0.516,False,Bank of America,LO258
LOAN0004349,CUST006633,ACC0006206,AUTO,52047.85,44095.01,4.52,24,2272.24,2024-08-07,2026-07-28,CLOSED,5,19,0,GUARANTOR,,Auto financing,850,42248.54,0.519,False,HDFC Bank,LO483
LOAN0004350,CUST009409,ACC0004449,MORTGAGE,959140.86,771744.39,6.17,84,14089.96,2020-04-15,2027-03-10,REJECTED,19,65,0,PROPERTY,,Mortgage financing,669,31513.41,0.313,False,ICICI Bank,LO137
LOAN0004351,CUST005498,ACC0001322,AUTO,57999.36,30470.86,4.97,240,381.81,2017-03-21,2036-12-06,REJECTED,103,137,0,GUARANTOR,82339.09,Auto financing,625,72336.51,0.54,False,Axis Bank,LO267
LOAN0004352,CUST003696,ACC0004314,AUTO,49766.36,16623.33,6.92,12,4304.29,2021-12-05,2022-11-30,ACTIVE,11,1,0,FD,,Auto financing,532,118462.04,0.344,False,Bank of America,LO311
LOAN0004353,CUST007880,ACC0001996,HOME,539230.73,335475.79,10.71,48,13860.88,2023-09-11,2027-08-21,DEFAULTED,21,27,20,GUARANTOR,1132153.23,Home financing,771,144881.74,0.203,False,Wells Fargo,LO915
LOAN0004354,CUST005274,ACC0002399,PERSONAL,14792.73,14671.17,11.59,180,173.65,2023-10-17,2038-07-30,APPROVED,1,179,0,FD,31136.44,Personal financing,588,90245.7,0.106,False,Citibank,LO359
LOAN0004355,CUST005002,ACC0006868,HOME,129062.84,81193.34,6.34,120,1455.0,2018-04-02,2028-02-09,APPROVED,47,73,0,FD,,Home financing,601,34329.1,0.176,False,Bank of America,LO333
LOAN0004356,CUST008742,ACC0005342,EDUCATION,17587.24,6367.95,9.9,48,445.21,2017-02-04,2021-01-14,APPROVED,36,12,0,FD,29738.43,Education financing,492,32021.22,0.567,False,Chase,LO764
LOAN0004357,CUST004987,ACC0001376,EDUCATION,57332.19,19302.03,14.81,60,1358.22,2022-10-14,2027-09-18,APPROVED,40,20,0,NONE,,Education financing,717,163799.58,0.203,False,ICICI Bank,LO861
LOAN0004358,CUST006276,ACC0001774,PERSONAL,41851.68,18476.1,7.5,48,1011.93,2018-05-19,2022-04-28,DEFAULTED,33,15,86,NONE,59010.87,Personal financing,829,13885.76,0.281,False,Wells Fargo,LO723
LOAN0004359,CUST003012,ACC0005766,MORTGAGE,151116.71,139060.65,5.27,60,2870.49,2023-06-12,2028-05-16,APPROVED,6,54,0,GUARANTOR,,Mortgage financing,767,136503.69,0.137,False,Citibank,LO410
LOAN0004360,CUST009000,ACC0004158,EDUCATION,71227.83,17615.31,12.61,240,814.78,2021-08-09,2041-04-26,ACTIVE,94,146,0,PROPERTY,,Education financing,659,38199.43,0.405,False,Chase,LO590
LOAN0004361,CUST002405,ACC0006178,EDUCATION,37892.87,0.0,13.8,360,442.99,2023-10-26,2053-05-21,DEFAULTED,253,107,96,FD,43242.32,Education financing,775,82825.96,0.131,True,ICICI Bank,LO889
LOAN0004362,CUST002154,ACC0004374,BUSINESS,282367.67,122098.95,12.55,60,6359.87,2019-08-22,2024-07-26,ACTIVE,36,24,0,NONE,,Business financing,783,49147.93,0.527,False,Citibank,LO361
LOAN0004363,CUST003234,ACC0007241,EDUCATION,23253.71,0.0,16.54,240,332.98,2017-09-08,2037-05-26,CLOSED,155,85,0,NONE,,Education financing,746,64978.61,0.477,False,Chase,LO446
LOAN0004364,CUST000634,ACC0002386,MORTGAGE,845093.15,281736.25,7.97,60,17123.31,2017-05-09,2022-04-13,APPROVED,47,13,0,GUARANTOR,,Mortgage financing,725,37253.28,0.291,False,Bank of America,LO919
LOAN0004365,CUST002528,ACC0002095,MORTGAGE,377054.34,280291.52,15.86,120,6283.3,2024-01-08,2033-11-16,APPROVED,22,98,0,GUARANTOR,,Mortgage financing,731,64822.56,0.251,False,ICICI Bank,LO200
LOAN0004366,CUST002291,ACC0005179,PERSONAL,45866.81,37041.15,9.22,48,1146.19,2025-07-11,2029-06-20,CLOSED,11,37,0,FD,,Personal financing,740,79714.97,0.201,False,Axis Bank,LO349
LOAN0004367,CUST009630,ACC0003267,AUTO,38521.44,4273.13,16.25,36,1359.06,2020-04-25,2023-04-10,ACTIVE,36,0,0,FD,,Auto financing,673,99886.95,0.201,False,Bank of America,LO693
LOAN0004368,CUST003796,ACC0000503,EDUCATION,60735.69,12946.41,7.19,120,711.15,2018-06-16,2028-04-24,CLOSED,96,24,0,PROPERTY,,Education financing,850,129936.81,0.544,False,Wells Fargo,LO232
LOAN0004369,CUST001443,ACC0001504,PERSONAL,17428.9,14276.14,16.19,360,237.05,2019-12-04,2049-06-29,DEFAULTED,19,341,97,NONE,,Personal financing,691,36653.8,0.4,True,Axis Bank,LO640
LOAN0004370,CUST007424,ACC0007707,HOME,712373.21,704750.15,13.6,120,10890.08,2025-06-14,2035-04-23,APPROVED,1,119,0,VEHICLE,1180997.49,Home financing,786,66800.28,0.133,False,Citibank,LO815
LOAN0004371,CUST002491,ACC0004060,PERSONAL,7575.58,5875.43,8.53,48,186.83,2020-04-25,2024-04-04,REJECTED,13,35,14,FD,13892.55,Personal financing,644,136665.3,0.315,False,ICICI Bank,LO502
LOAN0004372,CUST003416,ACC0000860,MORTGAGE,514174.47,267004.81,5.51,12,44137.44,2021-01-09,2022-01-04,DEFAULTED,8,4,84,GUARANTOR,,Mortgage financing,661,65249.12,0.55,False,Citibank,LO348
LOAN0004373,CUST002573,ACC0004677,EDUCATION,73386.93,25316.73,10.0,36,2367.99,2020-01-04,2022-12-19,ACTIVE,29,7,0,GUARANTOR,136324.34,Education financing,605,106285.19,0.47,False,Axis Bank,LO621
