transaction_id,source_account_id,destination_account_id,customer_id,transaction_type,amount,currency,transaction_date,transaction_time,transaction_datetime,channel,category,merchant_name,merchant_city,balance_after_txn,status,reference_number,description,is_flagged_fraud,fraud_score,ip_address,device_id
TXN00003921,ACC0003823,,CUST000586,DEBIT,4957.11,EUR,2025-07-30,13:01:00,2025-07-30 13:16:00,WEB,Rent,Merchant_2808,Delhi,0.0,PENDING,REF759988,DEBIT - Salary,False,0.095,126.78.209.50,DEV40580
TXN00003922,ACC0005793,,CUST004812,WITHDRAWAL,380.65,USD,2025-04-09,15:33:00,2025-04-09 15:48:00,ATM,Travel,,,0.0,SUCCESS,REF895090,WITHDRAWAL - Shopping,False,0.016,83.44.47.31,DEV51759
TXN00003923,ACC0007052,ACC0001438,CUST001659,PAYMENT,1019.61,USD,2025-07-24,00:43:00,2025-07-24 00:58:00,ATM,Rent,Merchant_699,Mumbai,10102.63,SUCCESS,REF506819,PAYMENT - Entertainment,False,0.037,34.49.11.51,DEV98248
TXN00003924,ACC0007315,,CUST007528,CREDIT,917.68,USD,2025-06-14,18:25:00,2025-06-14 18:40:00,BRANCH,ATM,,,917.68,SUCCESS,REF884118,CREDIT - Entertainment,False,0.138,138.52.83.77,DEV16981
TXN00003925,ACC0002123,ACC0000715,CUST009902,PAYMENT,710.75,USD,2025-04-04,19:34:00,2025-04-04 19:49:00,RTGS,Transfer,Merchant_9042,Philadelphia,0.0,FAILED,REF703071,PAYMENT - Education,False,0.176,102.45.94.62,DEV62752
TXN00003926,ACC0001031,,CUST004515,REFUND,424.02,USD,2025-08-10,19:08:00,2025-08-10 19:23:00,MOBILE,Investment,,,1515.78,FAILED,REF788828,REFUND - Investment,False,0.095,192.183.157.91,DEV84880
TXN00003927,ACC0009209,,CUST004192,WITHDRAWAL,1023.15,USD,2025-02-23,10:59:00,2025-02-23 11:14:00,ATM,Rent,,,28329.21,SUCCESS,REF958745,WITHDRAWAL - Insurance,False,0.22,249.93.209.109,DEV12522
TXN00003928,ACC0000833,ACC0007043,CUST001207,PAYMENT,1066.08,USD,2025-06-27,02:37:00,2025-06-27 02:52:00,WEB,Investment,Merchant_7036,Delhi,35145.38,SUCCESS,REF197492,PAYMENT - Education,False,0.183,153.20.151.213,DEV56157
TXN00003929,ACC0002501,,CUST009853,DEBIT,1073.9,EUR,2025-07-09,03:59:00,2025-07-09 04:14:00,MOBILE,Education,Merchant_8611,Los Angeles,19128.39,SUCCESS,REF287216,DEBIT - Entertainment,False,0.294,152.34.243.126,DEV93614
TXN00003930,ACC0007287,ACC0009007,CUST000383,PAYMENT,551.86,EUR,2026-01-17,11:17:00,2026-01-17 11:32:00,MOBILE,Travel,Merchant_7513,Atlanta,5387.59,SUCCESS,REF666760,PAYMENT - Travel,False,0.097,173.150.64.182,DEV94661
TXN00003931,ACC0000321,ACC0002975,CUST004468,TRANSFER,987.42,INR,2025-09-21,12:19:00,2025-09-21 12:34:00,BRANCH,Transfer,,,0.0,FAILED,REF144802,TRANSFER - Salary,False,0.157,199.73.41.188,DEV89679
TXN00003932,ACC0008094,ACC0003237,CUST001974,PAYMENT,157.2,INR,2025-05-13,08:07:00,2025-05-13 08:22:00,UPI,EMI,Merchant_6338,Mumbai,27321.74,SUCCESS,REF696907,PAYMENT - Investment,False,0.08,122.200.164.11,DEV14472
TXN00003933,ACC0005086,,CUST009967,REFUND,1135.01,USD,2024-12-20,19:40:00,2024-12-20 19:55:00,NEFT,Healthcare,,,48684.34,SUCCESS,REF200809,REFUND - Groceries,False,0.051,116.104.37.197,DEV53424
TXN00003934,ACC0001464,,CUST009255,REFUND,427.34,USD,2025-09-01,14:20:00,2025-09-01 14:35:00,WEB,Salary,,,13776.33,FAILED,REF718021,REFUND - Groceries,False,0.201,230.241.100.227,DEV82944
TXN00003935,ACC0002145,ACC0005660,CUST007858,TRANSFER,8.92,GBP,2025-10-20,05:18:00,2025-10-20 05:33:00,BRANCH,ATM,,,25386.33,SUCCESS,REF910087,TRANSFER - Healthcare,False,0.061,56.132.32.226,DEV30898
TXN00003936,ACC0000999,,CUST009567,DEBIT,828.99,USD,2025-09-21,05:09:00,2025-09-21 05:24:00,MOBILE,Shopping,Merchant_3773,Boston,14177.74,SUCCESS,REF238346,DEBIT - ATM,False,0.253,36.36.92.31,DEV91948
TXN00003937,ACC0008871,,CUST006054,WITHDRAWAL,133.14,USD,2025-12-29,00:43:00,2025-12-29 00:58:00,BRANCH,ATM,,,24806.91,SUCCESS,REF688726,WITHDRAWAL - Rent,False,0.06,194.203.133.91,DEV25095
TXN00003938,ACC0003874,,CUST001763,REFUND,2796.34,GBP,2026-02-09,09:06:00,2026-02-09 09:21:00,BRANCH,Salary,,,928.97,FAILED,REF122850,REFUND - Transfer,False,0.228,62.57.0.202,DEV22351
TXN00003939,ACC0006044,,CUST000606,WITHDRAWAL,331.71,EUR,2026-04-24,18:34:00,2026-04-24 18:49:00,NEFT,Healthcare,,,0.0,SUCCESS,REF397921,WITHDRAWAL - Education,False,0.076,104.49.79.30,DEV32032
TXN00003940,ACC0007209,,CUST002808,REFUND,1246.84,USD,2026-02-07,01:45:00,2026-02-07 02:00:00,WEB,Entertainment,,,1246.84,SUCCESS,REF997245,REFUND - Salary,False,0.246,94.128.127.137,DEV47415
TXN00003941,ACC0003786,,CUST004517,DEBIT,1317.62,USD,2025-11-27,05:15:00,2025-11-27 05:30:00,BRANCH,Salary,Merchant_9562,Hyderabad,0.0,SUCCESS,REF487069,DEBIT - Entertainment,False,0.245,61.102.55.193,DEV84835
TXN00003942,ACC0005240,,CUST007340,WITHDRAWAL,893.85,GBP,2024-12-03,22:38:00,2024-12-03 22:53:00,MOBILE,ATM,,,0.0,FAILED,REF118466,WITHDRAWAL - Salary,False,0.084,162.212.72.187,DEV89374
TXN00003943,ACC0001187,,CUST000113,DEBIT,315.92,USD,2026-03-09,06:56:00,2026-03-09 07:11:00,ATM,Insurance,Merchant_4433,Miami,0.0,SUCCESS,REF745682,DEBIT - Travel,False,0.038,217.51.83.133,DEV53345
TXN00003944,ACC0002226,,CUST003251,WITHDRAWAL,508.31,INR,2026-01-11,03:37:00,2026-01-11 03:52:00,WEB,Groceries,,,0.0,SUCCESS,REF962534,WITHDRAWAL - Insurance,False,0.297,30.128.150.63,DEV23341
TXN00003945,ACC0006881,,CUST009126,REFUND,354.78,USD,2025-09-29,23:32:00,2025-09-29 23:47:00,ATM,Investment,,,12838.64,PENDING,REF176696,REFUND - Travel,False,0.297,171.227.252.166,DEV81131
TXN00003946,ACC0002238,,CUST001347,REFUND,442.77,INR,2025-08-28,00:56:00,2025-08-28 01:11:00,ATM,Utilities,,,1349.62,SUCCESS,REF475311,REFUND - Rent,False,0.292,122.38.105.80,DEV75179
TXN00003947,ACC0004417,,CUST007694,REFUND,92.19,EUR,2025-01-22,01:50:00,2025-01-22 02:05:00,RTGS,ATM,,,92.19,PENDING,REF889877,REFUND - Groceries,False,0.003,108.82.106.185,DEV16918
TXN00003948,ACC0002674,,CUST002605,WITHDRAWAL,407.09,EUR,2026-01-14,17:31:00,2026-01-14 17:46:00,WEB,Rent,,,32085.67,PENDING,REF187195,WITHDRAWAL - Shopping,False,0.019,198.93.71.241,DEV22016
TXN00003949,ACC0008160,,CUST008324,DEPOSIT,1532.67,USD,2025-06-15,02:02:00,2025-06-15 02:17:00,WEB,Shopping,,,18334.25,PENDING,REF619657,DEPOSIT - Insurance,False,0.123,235.7.31.238,DEV63540
TXN00003950,ACC0003280,,CUST007370,WITHDRAWAL,253.83,USD,2025-08-26,14:15:00,2025-08-26 14:30:00,POS,Groceries,,,11395.9,SUCCESS,REF478632,WITHDRAWAL - Healthcare,False,0.156,205.77.14.126,DEV22129
TXN00003951,ACC0002738,,CUST007423,DEPOSIT,617.56,EUR,2025-04-26,06:21:00,2025-04-26 06:36:00,MOBILE,Travel,,,29541.91,SUCCESS,REF554063,DEPOSIT - Rent,False,0.01,118.8.196.242,DEV58810
TXN00003952,ACC0004227,ACC0006477,CUST000328,PAYMENT,455.74,USD,2025-12-13,12:13:00,2025-12-13 12:28:00,UPI,EMI,Merchant_5669,Denver,28663.84,SUCCESS,REF117384,PAYMENT - EMI,False,0.3,151.51.50.127,DEV72199
TXN00003953,ACC0008786,ACC0008455,CUST001232,TRANSFER,428.66,USD,2025-07-09,14:45:00,2025-07-09 15:00:00,MOBILE,Rent,,,12655.62,SUCCESS,REF910353,TRANSFER - Dining,False,0.22,88.9.9.41,DEV58302
TXN00003954,ACC0006057,,CUST006001,WITHDRAWAL,1.0,GBP,2026-04-13,11:18:00,2026-04-13 11:33:00,POS,Travel,,,28440.74,FAILED,REF200953,WITHDRAWAL - Insurance,False,0.219,224.3.57.125,DEV58172
TXN00003955,ACC0008282,ACC0008022,CUST003131,PAYMENT,1170.22,INR,2025-05-19,04:52:00,2025-05-19 05:07:00,BRANCH,Healthcare,Merchant_9859,Mumbai,9233.23,SUCCESS,REF781676,PAYMENT - Insurance,False,0.299,2.253.229.160,DEV41506
TXN00003956,ACC0005020,,CUST005877,DEBIT,217.65,USD,2026-01-25,23:19:00,2026-01-25 23:34:00,ATM,Shopping,Merchant_6194,Boston,0.0,SUCCESS,REF801758,DEBIT - Healthcare,False,0.083,191.33.124.74,DEV29152
TXN00003957,ACC0005472,,CUST000840,WITHDRAWAL,749.88,USD,2025-10-15,03:47:00,2025-10-15 04:02:00,UPI,Shopping,,,0.0,PENDING,REF718445,WITHDRAWAL - Rent,False,0.273,50.85.36.104,DEV92758
TXN00003958,ACC0005630,,CUST008264,WITHDRAWAL,1427.44,INR,2024-12-08,03:22:00,2024-12-08 03:37:00,UPI,Insurance,,,0.0,SUCCESS,REF257464,WITHDRAWAL - Entertainment,False,0.191,167.67.207.79,DEV11037
TXN00003959,ACC0005115,ACC0007626,CUST001728,TRANSFER,6.37,USD,2025-06-12,13:47:00,2025-06-12 14:02:00,WEB,Salary,,,0.0,PENDING,REF696697,TRANSFER - Education,False,0.262,125.76.123.155,DEV17466
TXN00003960,ACC0003713,,CUST007039,DEPOSIT,1009.25,INR,2025-08-16,22:27:00,2025-08-16 22:42:00,MOBILE,Investment,,,15321.63,SUCCESS,REF652940,DEPOSIT - Investment,False,0.003,46.2.212.188,DEV23431
TXN00003961,ACC0006560,ACC0009421,CUST000857,TRANSFER,1531.43,GBP,2025-08-24,20:14:00,2025-08-24 20:29:00,ATM,ATM,,,19402.32,PENDING,REF164891,TRANSFER - Shopping,False,0.061,171.102.106.34,DEV80808
TXN00003962,ACC0001797,,CUST000016,REFUND,474.9,USD,2026-04-20,13:38:00,2026-04-20 13:53:00,MOBILE,Shopping,,,27353.03,SUCCESS,REF687144,REFUND - ATM,False,0.007,255.39.108.173,DEV55376
TXN00003963,ACC0008644,ACC0001130,CUST006659,PAYMENT,740.98,USD,2025-08-04,13:25:00,2025-08-04 13:40:00,POS,Education,Merchant_4568,Philadelphia,8498.49,SUCCESS,REF176653,PAYMENT - Dining,False,0.007,51.91.225.38,DEV82291
TXN00003964,ACC0009534,,CUST005057,DEBIT,775.14,USD,2025-12-19,04:07:00,2025-12-19 04:22:00,NEFT,ATM,Merchant_6870,Philadelphia,6836.57,SUCCESS,REF816658,DEBIT - Entertainment,False,0.159,68.89.134.70,DEV75191
TXN00003965,ACC0000034,,CUST005302,REFUND,1568.57,USD,2026-03-20,22:32:00,2026-03-20 22:47:00,UPI,Utilities,,,21046.29,SUCCESS,REF875731,REFUND - Transfer,False,0.286,77.181.30.13,DEV22740
TXN00003966,ACC0003998,,CUST007537,WITHDRAWAL,736.71,USD,2024-12-10,13:48:00,2024-12-10 14:03:00,RTGS,EMI,,,8394.8,SUCCESS,REF939971,WITHDRAWAL - Rent,False,0.206,30.25.149.175,DEV29846
TXN00003967,ACC0000147,,CUST008088,WITHDRAWAL,213.94,USD,2026-03-27,05:14:00,2026-03-27 05:29:00,WEB,Salary,,,27940.73,SUCCESS,REF321499,WITHDRAWAL - Groceries,False,0.209,248.212.31.200,DEV87757
TXN00003968,ACC0004258,,CUST004081,CREDIT,522.33,GBP,2025-07-08,08:21:00,2025-07-08 08:36:00,UPI,EMI,,,2201.01,SUCCESS,REF805047,CREDIT - EMI,False,0.17,169.26.50.19,DEV83478
TXN00003969,ACC0002379,,CUST000120,REFUND,409.22,USD,2025-02-05,15:48:00,2025-02-05 16:03:00,MOBILE,Healthcare,,,18700.49,PENDING,REF336063,REFUND - Healthcare,False,0.109,88.96.193.163,DEV64568
TXN00003970,ACC0001973,,CUST008967,REFUND,535.67,INR,2025-11-27,02:33:00,2025-11-27 02:48:00,BRANCH,Rent,,,35922.59,SUCCESS,REF756184,REFUND - Healthcare,False,0.081,29.52.26.100,DEV59315
TXN00003971,ACC0001440,,CUST003608,DEPOSIT,896.67,USD,2025-10-08,18:02:00,2025-10-08 18:17:00,WEB,Rent,,,896.67,SUCCESS,REF441859,DEPOSIT - EMI,False,0.19,130.45.156.204,DEV18691
TXN00003972,ACC0009903,,CUST000138,REFUND,265.28,EUR,2026-05-22,02:38:00,2026-05-22 02:53:00,BRANCH,Utilities,,,265.28,SUCCESS,REF942483,REFUND - Transfer,False,0.225,119.180.184.110,DEV97234
TXN00003973,ACC0008133,,CUST005486,DEBIT,143.13,USD,2025-07-17,05:56:00,2025-07-17 06:11:00,MOBILE,Education,Merchant_5563,Dallas,19482.84,SUCCESS,REF450900,DEBIT - ATM,False,0.187,216.50.246.8,DEV63215
TXN00003974,ACC0005034,,CUST005454,REFUND,83.29,USD,2025-10-06,14:37:00,2025-10-06 14:52:00,WEB,Healthcare,,,83.29,SUCCESS,REF470056,REFUND - Insurance,False,0.013,233.252.133.34,DEV38882
TXN00003975,ACC0004924,,CUST009324,DEPOSIT,678.89,USD,2025-02-20,23:19:00,2025-02-20 23:34:00,ATM,Groceries,,,678.89,SUCCESS,REF231028,DEPOSIT - Dining,False,0.022,246.127.166.51,DEV32679
TXN00003976,ACC0000308,,CUST001987,DEBIT,18.73,USD,2025-02-14,22:22:00,2025-02-14 22:37:00,UPI,ATM,Merchant_4427,Chicago,2983.12,PENDING,REF679551,DEBIT - EMI,False,0.072,80.180.55.34,DEV32013
TXN00003977,ACC0009713,,CUST004179,DEPOSIT,565.92,USD,2025-08-15,07:10:00,2025-08-15 07:25:00,RTGS,Rent,,,565.92,SUCCESS,REF364771,DEPOSIT - Education,False,0.222,67.214.174.75,DEV59598
TXN00003978,ACC0001449,ACC0007098,CUST002326,TRANSFER,1338.88,EUR,2025-06-25,05:40:00,2025-06-25 05:55:00,MOBILE,Shopping,,,0.0,SUCCESS,REF233097,TRANSFER - Insurance,False,0.046,139.143.125.137,DEV33412
TXN00003979,ACC0007310,ACC0002417,CUST001845,TRANSFER,93.99,USD,2025-03-20,06:45:00,2025-03-20 07:00:00,RTGS,Dining,,,27339.45,FAILED,REF567111,TRANSFER - Groceries,False,0.159,181.112.36.248,DEV51122
TXN00003980,ACC0006234,,CUST002672,REFUND,803.24,USD,2025-01-08,07:49:00,2025-01-08 08:04:00,WEB,Travel,,,10927.07,SUCCESS,REF713900,REFUND - Entertainment,False,0.239,186.162.40.243,DEV73749
TXN00003981,ACC0006944,ACC0007575,CUST000132,TRANSFER,432.98,USD,2025-09-08,23:29:00,2025-09-08 23:44:00,UPI,Travel,,,24209.84,SUCCESS,REF932398,TRANSFER - Rent,False,0.234,190.199.9.179,DEV94921
TXN00003982,ACC0007717,,CUST001671,WITHDRAWAL,2267.13,EUR,2025-07-31,02:53:00,2025-07-31 03:08:00,RTGS,Healthcare,,,28263.94,SUCCESS,REF938384,WITHDRAWAL - Utilities,False,0.061,45.140.202.171,DEV31126
TXN00003983,ACC0009112,ACC0007675,CUST004054,PAYMENT,421.51,USD,2025-08-01,03:11:00,2025-08-01 03:26:00,UPI,Groceries,Merchant_4780,Chicago,0.0,PENDING,REF591491,PAYMENT - Insurance,False,0.183,229.125.3.152,DEV41601
TXN00003984,ACC0002436,ACC0000712,CUST002292,PAYMENT,195.13,USD,2025-11-06,11:03:00,2025-11-06 11:18:00,POS,Education,Merchant_9992,New York,26254.04,PENDING,REF694980,PAYMENT - Dining,False,0.093,239.187.235.244,DEV42838
TXN00003985,ACC0002129,,CUST006759,DEBIT,1882.68,USD,2026-04-21,22:50:00,2026-04-21 23:05:00,BRANCH,Education,Merchant_2069,Delhi,0.0,SUCCESS,REF985914,DEBIT - Shopping,False,0.259,112.69.203.110,DEV10198
TXN00003986,ACC0002882,ACC0007872,CUST001589,PAYMENT,451.67,USD,2026-02-18,14:44:00,2026-02-18 14:59:00,NEFT,EMI,Merchant_8668,Seattle,26122.77,PENDING,REF352170,PAYMENT - Healthcare,False,0.141,197.10.142.100,DEV33476
TXN00003987,ACC0005728,,CUST003866,REFUND,235.09,USD,2026-04-09,05:35:00,2026-04-09 05:50:00,WEB,Shopping,,,29051.56,SUCCESS,REF558317,REFUND - EMI,False,0.067,102.129.253.117,DEV84249
TXN00003988,ACC0004806,,CUST005384,CREDIT,1148.08,USD,2024-12-10,11:47:00,2024-12-10 12:02:00,RTGS,Insurance,,,35005.82,PENDING,REF605439,CREDIT - Shopping,False,0.053,82.200.239.32,DEV80877
TXN00003989,ACC0000188,,CUST006429,DEBIT,2632.02,USD,2026-01-01,01:35:00,2026-01-01 01:50:00,NEFT,Utilities,Merchant_4077,San Antonio,0.0,SUCCESS,REF407650,DEBIT - Education,False,0.287,201.6.24.48,DEV42822
TXN00003990,ACC0003495,,CUST004485,WITHDRAWAL,184.99,USD,2026-05-15,02:15:00,2026-05-15 02:30:00,WEB,Transfer,,,42062.52,PENDING,REF148315,WITHDRAWAL - Education,False,0.197,190.107.88.154,DEV71279
TXN00003991,ACC0005837,,CUST002561,DEBIT,1091.81,USD,2025-04-22,22:28:00,2025-04-22 22:43:00,UPI,Insurance,Merchant_7142,Austin,5257.69,SUCCESS,REF466945,DEBIT - Education,False,0.003,76.91.236.231,DEV80252
TXN00003992,ACC0007178,,CUST001169,REFUND,1496.74,USD,2025-11-03,07:12:00,2025-11-03 07:27:00,MOBILE,Dining,,,14368.65,SUCCESS,REF662019,REFUND - ATM,False,0.22,210.236.168.213,DEV42022
TXN00003993,ACC0004355,,CUST000290,WITHDRAWAL,676.48,USD,2025-03-20,09:57:00,2025-03-20 10:12:00,WEB,Healthcare,,,0.0,SUCCESS,REF129273,WITHDRAWAL - Insurance,False,0.23,46.157.238.217,DEV56776
TXN00003994,ACC0003690,,CUST008024,CREDIT,630.5,INR,2026-03-19,12:39:00,2026-03-19 12:54:00,WEB,Education,,,11465.55,SUCCESS,REF473766,CREDIT - Dining,False,0.182,140.194.241.99,DEV14257
TXN00003995,ACC0007700,,CUST008294,DEBIT,1157.92,EUR,2026-03-12,13:05:00,2026-03-12 13:20:00,NEFT,Transfer,Merchant_1453,Boston,26341.66,SUCCESS,REF858326,DEBIT - Education,False,0.095,225.223.135.125,DEV66635
TXN00003996,ACC0000317,,CUST007240,DEBIT,913.54,USD,2025-07-17,07:17:00,2025-07-17 07:32:00,WEB,Insurance,Merchant_9307,Chicago,0.0,SUCCESS,REF973603,DEBIT - Investment,False,0.09,120.53.48.157,DEV80241
TXN00003997,ACC0004925,ACC0005929,CUST008020,TRANSFER,1635.09,USD,2025-04-30,06:36:00,2025-04-30 06:51:00,RTGS,Healthcare,,,21263.28,SUCCESS,REF636631,TRANSFER - Transfer,False,0.057,26.3.52.122,DEV38657
TXN00003998,ACC0003003,,CUST003410,DEPOSIT,2388.92,USD,2025-09-02,04:07:00,2025-09-02 04:22:00,BRANCH,Salary,,,751.16,SUCCESS,REF119218,DEPOSIT - Healthcare,False,0.27,107.246.225.188,DEV68278
TXN00003999,ACC0009914,,CUST002294,REFUND,828.23,USD,2025-03-18,02:09:00,2025-03-18 02:24:00,NEFT,Entertainment,,,828.23,SUCCESS,REF483419,REFUND - Investment,False,0.119,201.90.73.216,DEV51783
TXN00004000,ACC0009533,,CUST006401,WITHDRAWAL,856.22,GBP,2026-03-08,18:01:00,2026-03-08 18:16:00,POS,Travel,,,32241.81,SUCCESS,REF524817,WITHDRAWAL - Insurance,False,0.173,229.37.20.17,DEV43964
TXN00004001,ACC0006598,,CUST005649,DEBIT,653.37,USD,2026-04-13,16:06:00,2026-04-13 16:21:00,ATM,Insurance,Merchant_7053,San Antonio,10939.93,SUCCESS,REF932868,DEBIT - Healthcare,False,0.145,53.164.188.74,DEV58432
TXN00004002,ACC0008315,,CUST000344,DEPOSIT,347.79,USD,2026-03-07,22:16:00,2026-03-07 22:31:00,MOBILE,Healthcare,,,157.89,PENDING,REF942958,DEPOSIT - Education,False,0.09,131.171.6.91,DEV15158
TXN00004003,ACC0003671,ACC0006965,CUST004976,TRANSFER,646.58,USD,2026-01-11,22:07:00,2026-01-11 22:22:00,UPI,EMI,,,0.0,SUCCESS,REF847713,TRANSFER - Healthcare,False,0.175,102.140.164.235,DEV26174
TXN00004004,ACC0001982,,CUST000828,DEBIT,1365.37,USD,2025-09-16,15:14:00,2025-09-16 15:29:00,ATM,Entertainment,Merchant_8673,Dallas,132.34,FAILED,REF565303,DEBIT - Shopping,False,0.199,141.218.17.123,DEV98074
TXN00004005,ACC0003702,ACC0005129,CUST003377,TRANSFER,305.45,GBP,2026-03-31,17:06:00,2026-03-31 17:21:00,NEFT,Rent,,,31505.58,SUCCESS,REF529971,TRANSFER - Insurance,False,0.052,200.147.204.150,DEV40624
TXN00004006,ACC0001269,ACC0002160,CUST008599,TRANSFER,239.3,USD,2025-01-12,08:49:00,2025-01-12 09:04:00,NEFT,Transfer,,,0.0,SUCCESS,REF412109,TRANSFER - Entertainment,False,0.257,168.119.104.59,DEV41065
TXN00004007,ACC0003033,ACC0001779,CUST007519,TRANSFER,1279.04,USD,2025-05-20,16:31:00,2025-05-20 16:46:00,BRANCH,EMI,,,2946.99,SUCCESS,REF571210,TRANSFER - Insurance,False,0.12,158.125.75.132,DEV80036
TXN00004008,ACC0000001,ACC0005616,CUST000177,TRANSFER,2213.34,USD,2025-05-04,13:37:00,2025-05-04 13:52:00,ATM,Rent,,,5078.3,SUCCESS,REF908575,TRANSFER - Dining,False,0.1,102.233.236.148,DEV72568
TXN00004009,ACC0002032,ACC0009267,CUST006494,TRANSFER,341.7,USD,2026-04-04,17:55:00,2026-04-04 18:10:00,BRANCH,ATM,,,20906.06,PENDING,REF417059,TRANSFER - Rent,False,0.103,222.236.185.127,DEV89760
TXN00004010,ACC0002639,,CUST000214,DEPOSIT,1191.68,INR,2025-08-02,18:08:00,2025-08-02 18:23:00,RTGS,Shopping,,,45609.53,SUCCESS,REF637798,DEPOSIT - Insurance,False,0.192,125.7.233.152,DEV48151
TXN00004011,ACC0007777,ACC0007556,CUST001712,TRANSFER,1055.81,USD,2025-04-04,01:51:00,2025-04-04 02:06:00,ATM,Education,,,0.0,SUCCESS,REF919639,TRANSFER - Transfer,False,0.023,17.93.68.170,DEV59950
TXN00004012,ACC0009993,,CUST007482,CREDIT,4508.87,GBP,2025-02-05,10:57:00,2025-02-05 11:12:00,RTGS,Rent,,,12814.74,SUCCESS,REF693596,CREDIT - Salary,False,0.102,205.252.246.196,DEV48895
TXN00004013,ACC0001177,,CUST009075,WITHDRAWAL,690.31,USD,2026-02-13,12:53:00,2026-02-13 13:08:00,POS,Entertainment,,,16326.0,SUCCESS,REF527264,WITHDRAWAL - Healthcare,True,0.875,101.198.219.235,DEV25395
TXN00004014,ACC0004164,,CUST003878,DEPOSIT,194.8,INR,2025-04-16,02:09:00,2025-04-16 02:24:00,POS,Rent,,,13854.38,SUCCESS,REF997714,DEPOSIT - Entertainment,True,0.976,147.245.217.253,DEV88974
TXN00004015,ACC0001816,,CUST006125,DEPOSIT,1575.27,USD,2024-11-27,09:50:00,2024-11-27 10:05:00,ATM,EMI,,,37329.56,FAILED,REF630713,DEPOSIT - EMI,False,0.178,111.1.180.143,DEV99031
TXN00004016,ACC0001442,ACC0000822,CUST002568,TRANSFER,47.04,GBP,2025-09-13,12:04:00,2025-09-13 12:19:00,NEFT,Education,,,21105.32,FAILED,REF704400,TRANSFER - Healthcare,False,0.195,40.144.172.201,DEV32896
TXN00004017,ACC0009777,,CUST006561,REFUND,919.01,USD,2025-03-20,22:26:00,2025-03-20 22:41:00,BRANCH,Transfer,,,12667.79,SUCCESS,REF787634,REFUND - Insurance,False,0.187,192.82.155.120,DEV92592
TXN00004018,ACC0009288,,CUST005487,DEPOSIT,1598.92,USD,2024-12-27,10:35:00,2024-12-27 10:50:00,POS,Rent,,,3583.36,FAILED,REF908196,DEPOSIT - Entertainment,False,0.025,172.213.167.209,DEV20028
TXN00004019,ACC0000054,,CUST003362,CREDIT,912.33,USD,2026-02-28,20:01:00,2026-02-28 20:16:00,ATM,Shopping,,,12220.88,SUCCESS,REF537180,CREDIT - Investment,False,0.017,17.195.115.248,DEV77669
TXN00004020,ACC0007274,,CUST007714,WITHDRAWAL,405.31,EUR,2025-01-19,04:56:00,2025-01-19 05:11:00,UPI,Travel,,,0.0,PENDING,REF302529,WITHDRAWAL - EMI,False,0.179,62.228.228.221,DEV19932
TXN00004021,ACC0003487,,CUST001868,DEPOSIT,364.21,USD,2025-04-06,12:51:00,2025-04-06 13:06:00,NEFT,EMI,,,4644.52,SUCCESS,REF974211,DEPOSIT - Transfer,False,0.128,125.117.229.128,DEV44346
TXN00004022,ACC0004534,,CUST001419,REFUND,920.86,USD,2025-11-16,19:29:00,2025-11-16 19:44:00,BRANCH,Transfer,,,14509.21,PENDING,REF975195,REFUND - Groceries,False,0.012,126.39.46.132,DEV74257
TXN00004023,ACC0007688,,CUST001423,WITHDRAWAL,1081.7,USD,2025-12-18,03:54:00,2025-12-18 04:09:00,POS,Travel,,,12925.18,PENDING,REF418784,WITHDRAWAL - Salary,False,0.041,42.141.66.213,DEV19594
TXN00004024,ACC0009958,,CUST009051,CREDIT,256.77,USD,2024-12-22,07:10:00,2024-12-22 07:25:00,ATM,Healthcare,,,256.77,SUCCESS,REF209108,CREDIT - Insurance,False,0.136,216.84.249.212,DEV78100
TXN00004025,ACC0005332,ACC0008455,CUST006953,TRANSFER,418.79,USD,2026-05-02,10:39:00,2026-05-02 10:54:00,ATM,Shopping,,,744.91,SUCCESS,REF487342,TRANSFER - Dining,False,0.267,145.124.28.244,DEV24978
TXN00004026,ACC0002020,ACC0002474,CUST001629,PAYMENT,531.98,USD,2026-03-26,08:02:00,2026-03-26 08:17:00,WEB,Groceries,Merchant_7527,Houston,7079.51,SUCCESS,REF721777,PAYMENT - Entertainment,False,0.102,54.75.254.242,DEV99634
TXN00004027,ACC0006792,ACC0003227,CUST007232,TRANSFER,961.26,USD,2025-02-05,11:24:00,2025-02-05 11:39:00,UPI,Dining,,,0.0,SUCCESS,REF989768,TRANSFER - ATM,False,0.116,35.215.91.49,DEV84832
TXN00004028,ACC0002355,,CUST005238,DEPOSIT,60.61,USD,2025-01-31,01:35:00,2025-01-31 01:50:00,POS,Salary,,,11271.26,SUCCESS,REF322169,DEPOSIT - ATM,False,0.002,222.146.41.217,DEV82737
TXN00004029,ACC0005454,,CUST005034,CREDIT,217.05,INR,2026-04-17,14:52:00,2026-04-17 15:07:00,RTGS,Healthcare,,,12905.79,SUCCESS,REF217247,CREDIT - ATM,False,0.174,10.166.160.251,DEV98374
TXN00004030,ACC0002897,ACC0000219,CUST000104,PAYMENT,452.31,USD,2025-05-19,19:01:00,2025-05-19 19:16:00,NEFT,Investment,Merchant_5286,Boston,0.0,SUCCESS,REF151529,PAYMENT - Investment,False,0.188,248.164.170.104,DEV64766
